,L/S IV_spread
2026-01-02,0.0006439129824266651
2026-01-05,0.019892009402038488
2026-01-06,-0.01145882367677032
2026-01-07,0.011984365797551633
2026-01-08,0.0035241893080169744
2026-01-09,0.001228927541779539
2026-01-12,-0.004460035711833374
2026-01-13,-0.0018515546115252008
2026-01-14,-0.01260786480008701
2026-01-15,-0.0013202605201953622
2026-01-16,-0.000548081302697446
2026-01-20,-0.012007152557830525
2026-01-21,0.009025024510223155
2026-01-22,0.010833373320265662
2026-01-23,0.0014640633493878093
2026-01-26,-0.0013812889237562345
2026-01-27,0.0024066354941353436
2026-01-28,0.010088520401583182
2026-01-29,-0.007305477198656459
2026-01-30,-0.008794313566985975
2026-02-02,0.0035594348475822242
2026-02-03,-0.008411613946738051
2026-02-04,-0.012831699627271098
2026-02-05,-0.015305755028777101
2026-02-06,0.00930556865372689
2026-02-09,0.007149674243682462
2026-02-10,-0.009059619633400549
2026-02-11,0.0006080732333188727
2026-02-12,-0.028136892080707177
2026-02-13,-0.011071336833415723
2026-02-17,-0.0020102730501524086
2026-02-18,0.0189195862703469
2026-02-19,-0.00253708311267984
2026-02-20,0.0006670613655040108
2026-02-23,-0.01801248970571128
2026-02-24,0.0034956781607579568
2026-02-25,0.01691593807474968
2026-02-26,-0.0008171630566329862
2026-02-27,-0.024479274205564738
2026-03-02,0.004617080674021389
2026-03-03,0.0005627822556651917
2026-03-04,0.008843300309670463
2026-03-05,0.012107318749550913
2026-03-06,-0.014182444622209727
2026-03-09,0.00612142490765512
2026-03-10,0.001275289197139084
2026-03-11,0.010880190307626148
2026-03-12,-0.021308106341613158
2026-03-13,-0.011777511116729287
2026-03-16,0.0059794058182157574
2026-03-17,0.006523917438643979
2026-03-18,0.0023330445738255715
2026-03-19,0.001098970826957034
2026-03-20,0.00879020091551443
2026-03-23,0.01140588474662917
2026-03-24,0.0009046197248154262
2026-03-25,0.00506409599286944
2026-03-26,-0.01641400771654054
2026-03-27,-0.019455593821302526
2026-03-30,-0.015910058451774484
2026-03-31,0.02826923841282891
2026-04-01,0.012569877774303542
2026-04-02,-0.01247300743793236
2026-04-06,0.003274016139939806
2026-04-07,0.0022984516774813162
2026-04-08,0.016213538257283527
2026-04-09,0.005468455649881988
2026-04-10,0.010659476625728016
2026-04-13,0.018139267433299203
2026-04-14,0.010370253593532067
2026-04-15,0.014164772726976995
2026-04-16,0.00014706621903759487
2026-04-17,-0.0043430399130514954
2026-04-20,0.0013178743025742028
2026-04-21,0.01717298257227542
2026-04-22,0.008297655113500065
2026-04-23,-0.02381732249618566
2026-04-24,0.017989779298365594
2026-04-27,0.005593163080023366
2026-04-28,-0.009644683198704764
2026-04-29,0.014728017260104035
2026-04-30,-0.009988384429680584
2026-05-01,0.0017583081079731236
2026-05-04,0.006937942971646597
2026-05-05,0.004551465946944479
2026-05-06,0.012387215268601358
2026-05-07,-0.0017012195753217264
2026-05-08,0.010208256468603434
2026-05-11,0.01389658222153903
2026-05-12,-0.01657625557435008
2026-05-13,0.004396211913399181
2026-05-14,0.008782696834593743
2026-05-15,0.005670336415485979
2026-05-18,-0.00821398972207405
2026-05-19,-0.007802458090500882
2026-05-20,0.00649272332904172
2026-05-21,0.0016627843567649525
2026-05-22,0.007535335088872999
2026-05-26,0.0033509055007651645
2026-05-27,-0.005674153115275458
2026-05-28,0.00871971312650455
